Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,April,April,April,April,April,May,May,May,May,May,June,June,June,June,June,July,July,July,July,July,August,August,August,August,August,September,September,September,September,September,October,October,October,October,October,November,November,November,November,November,December,December,December,December,December,January,January,January,January,January,February,February,February,February,February,March,March,March,March,March,Total,Total,Total,Total,Total
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,Unnamed: 3_level_1,Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D]
District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicobar,1.1,Total number of pregnant women registered for ANC,TOTAL,43.0,43.0,,,43.0,75.0,75.0,,,75.0,55.0,55.0,,,55.0,54.0,54.0,,,54.0,50.0,50.0,,,50.0,44.0,44.0,,,44.0,55.0,55.0,,,55.0,45.0,45.0,,,45.0,43.0,43.0,,,43.0,51.0,51.0,,,51.0,31.0,31.0,,,31.0,39.0,39.0,,,39.0,585.0,585.0,,,585.0
Nicobar,1.1.1,"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",TOTAL,17.0,17.0,,,17.0,24.0,24.0,,,24.0,20.0,20.0,,,20.0,27.0,27.0,,,27.0,24.0,24.0,,,24.0,27.0,27.0,,,27.0,24.0,24.0,,,24.0,24.0,24.0,,,24.0,23.0,23.0,,,23.0,26.0,26.0,,,26.0,14.0,14.0,,,14.0,24.0,24.0,,,24.0,274.0,274.0,,,274.0
Nicobar,1.2.1,Number of PW given TT1,TOTAL,19.0,19.0,,,19.0,34.0,34.0,,,34.0,26.0,26.0,,,26.0,39.0,39.0,,,39.0,23.0,23.0,,,23.0,31.0,31.0,,,31.0,37.0,37.0,,,37.0,27.0,27.0,,,27.0,26.0,26.0,,,26.0,25.0,25.0,,,25.0,14.0,14.0,,,14.0,17.0,17.0,,,17.0,318.0,318.0,,,318.0
Nicobar,1.2.2,Number of PW given TT2,TOTAL,14.0,14.0,,,14.0,15.0,15.0,,,15.0,26.0,26.0,,,26.0,22.0,22.0,,,22.0,27.0,27.0,,,27.0,14.0,14.0,,,14.0,24.0,24.0,,,24.0,31.0,31.0,,,31.0,23.0,23.0,,,23.0,26.0,26.0,,,26.0,11.0,11.0,,,11.0,14.0,14.0,,,14.0,247.0,247.0,,,247.0
Nicobar,1.2.3,Number of PW given TT Booster,TOTAL,11.0,11.0,,,11.0,17.0,17.0,,,17.0,17.0,17.0,,,17.0,18.0,18.0,,,18.0,21.0,21.0,,,21.0,16.0,16.0,,,16.0,18.0,18.0,,,18.0,17.0,17.0,,,17.0,13.0,13.0,,,13.0,14.0,14.0,,,14.0,13.0,13.0,,,13.0,18.0,18.0,,,18.0,193.0,193.0,,,193.0
Nicobar,1.2.4,Number of PW given 180 Iron Folic Acid (IFA) tablets,TOTAL,220.0,220.0,,,220.0,17.0,17.0,,,17.0,22.0,22.0,,,22.0,21.0,21.0,,,21.0,17.0,17.0,,,17.0,25.0,25.0,,,25.0,33.0,33.0,,,33.0,28.0,28.0,,,28.0,43.0,43.0,,,43.0,27.0,27.0,,,27.0,27.0,27.0,,,27.0,53.0,53.0,,,53.0,533.0,533.0,,,533.0
Nicobar,1.2.5,Number of PW given 360 Calcium tablets,TOTAL,10.0,10.0,,,10.0,12.0,12.0,,,12.0,8.0,8.0,,,8.0,9.0,9.0,,,9.0,9.0,9.0,,,9.0,30.0,30.0,,,30.0,16.0,16.0,,,16.0,24.0,24.0,,,24.0,23.0,23.0,,,23.0,14.0,14.0,,,14.0,23.0,23.0,,,23.0,25.0,25.0,,,25.0,203.0,203.0,,,203.0
Nicobar,1.2.6,Number of PW given one Albendazole tablet after 1st trimester,TOTAL,12.0,12.0,,,12.0,15.0,15.0,,,15.0,26.0,26.0,,,26.0,33.0,33.0,,,33.0,22.0,22.0,,,22.0,31.0,31.0,,,31.0,43.0,43.0,,,43.0,23.0,23.0,,,23.0,25.0,25.0,,,25.0,31.0,31.0,,,31.0,14.0,14.0,,,14.0,21.0,21.0,,,21.0,296.0,296.0,,,296.0
