Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,April,April,April,April,April,May,May,May,May,May,June,June,June,June,June,July,July,July,July,July,August,August,August,August,August,September,September,September,September,September,October,October,October,October,October,November,November,November,November,November,December,December,December,December,December,January,January,January,January,January,February,February,February,February,February,March,March,March,March,March,Total,Total,Total,Total,Total
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,Unnamed: 3_level_1,Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D],Total [(A+B) or (C+D)],Public [A],Private [B],Urban [C],Rural [D]
District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dadra and Nagar Haveli,1.1,Total number of pregnant women registered for ANC,TOTAL,718.0,718.0,,194.0,524.0,687.0,687.0,,130.0,557.0,825.0,825.0,,208.0,617.0,718.0,718.0,,197.0,521.0,625.0,625.0,,166.0,459.0,778.0,778.0,,191.0,587.0,714.0,714.0,,222.0,492.0,684.0,684.0,,199.0,485.0,567.0,567.0,,161.0,406.0,663.0,663.0,,208.0,455.0,661.0,661.0,,187.0,474.0,722.0,722.0,,211.0,511.0,8362.0,8362.0,,2274.0,6088.0
Dadra and Nagar Haveli,1.1.1,"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",TOTAL,694.0,694.0,,189.0,505.0,632.0,632.0,,130.0,502.0,782.0,782.0,,208.0,574.0,673.0,673.0,,193.0,480.0,600.0,600.0,,164.0,436.0,752.0,752.0,,176.0,576.0,692.0,692.0,,213.0,479.0,658.0,658.0,,190.0,468.0,556.0,556.0,,159.0,397.0,650.0,650.0,,206.0,444.0,644.0,644.0,,183.0,461.0,686.0,686.0,,202.0,484.0,8019.0,8019.0,,2213.0,5806.0
Dadra and Nagar Haveli,1.2.1,Number of PW given TT1,TOTAL,543.0,543.0,,155.0,388.0,516.0,516.0,,108.0,408.0,615.0,615.0,,171.0,444.0,533.0,533.0,,161.0,372.0,451.0,451.0,,135.0,316.0,572.0,572.0,,162.0,410.0,504.0,504.0,,175.0,329.0,479.0,479.0,,159.0,320.0,429.0,429.0,,137.0,292.0,500.0,500.0,,177.0,323.0,494.0,494.0,,154.0,340.0,526.0,526.0,,169.0,357.0,6162.0,6162.0,,1863.0,4299.0
Dadra and Nagar Haveli,1.2.2,Number of PW given TT2,TOTAL,435.0,435.0,,106.0,329.0,521.0,521.0,,155.0,366.0,485.0,485.0,,111.0,374.0,586.0,586.0,,171.0,415.0,517.0,517.0,,160.0,357.0,474.0,474.0,,135.0,339.0,539.0,539.0,,163.0,376.0,513.0,513.0,,179.0,334.0,454.0,454.0,,160.0,294.0,426.0,426.0,,137.0,289.0,492.0,492.0,,165.0,327.0,497.0,497.0,,150.0,347.0,5939.0,5939.0,,1792.0,4147.0
Dadra and Nagar Haveli,1.2.3,Number of PW given TT Booster,TOTAL,203.0,203.0,,38.0,165.0,199.0,199.0,,23.0,176.0,250.0,250.0,,37.0,213.0,215.0,215.0,,37.0,178.0,268.0,268.0,,91.0,177.0,241.0,241.0,,32.0,209.0,226.0,226.0,,51.0,175.0,233.0,233.0,,41.0,192.0,174.0,174.0,,27.0,147.0,172.0,172.0,,30.0,142.0,201.0,201.0,,40.0,161.0,235.0,235.0,,44.0,191.0,2617.0,2617.0,,491.0,2126.0
Dadra and Nagar Haveli,1.2.4,Number of PW given 180 Iron Folic Acid (IFA) tablets,TOTAL,192.0,192.0,,47.0,145.0,289.0,289.0,,104.0,185.0,415.0,415.0,,162.0,253.0,419.0,419.0,,117.0,302.0,451.0,451.0,,126.0,325.0,565.0,565.0,,131.0,434.0,629.0,629.0,,156.0,473.0,711.0,711.0,,160.0,551.0,676.0,676.0,,155.0,521.0,581.0,581.0,,150.0,431.0,605.0,605.0,,130.0,475.0,677.0,677.0,,188.0,489.0,6210.0,6210.0,,1626.0,4584.0
Dadra and Nagar Haveli,1.2.5,Number of PW given 360 Calcium tablets,TOTAL,64.0,64.0,,19.0,45.0,92.0,92.0,,20.0,72.0,228.0,228.0,,162.0,66.0,156.0,156.0,,73.0,83.0,181.0,181.0,,79.0,102.0,154.0,154.0,,25.0,129.0,251.0,251.0,,39.0,212.0,499.0,499.0,,135.0,364.0,527.0,527.0,,154.0,373.0,470.0,470.0,,149.0,321.0,508.0,508.0,,155.0,353.0,558.0,558.0,,175.0,383.0,3688.0,3688.0,,1185.0,2503.0
Dadra and Nagar Haveli,1.2.6,Number of PW given one Albendazole tablet after 1st trimester,TOTAL,91.0,91.0,,19.0,72.0,143.0,143.0,,0.0,143.0,204.0,204.0,,0.0,204.0,290.0,290.0,,21.0,269.0,198.0,198.0,,23.0,175.0,280.0,280.0,,0.0,280.0,313.0,313.0,,13.0,300.0,370.0,370.0,,23.0,347.0,469.0,469.0,,159.0,310.0,406.0,406.0,,115.0,291.0,444.0,444.0,,122.0,322.0,515.0,515.0,,177.0,338.0,3723.0,3723.0,,672.0,3051.0
